1;[397, 276, 851, 435];car;3
1;[392, 274, 858, 436];car;4
1;[392, 274, 858, 437];car;5
1;[388, 274, 860, 439];car;6
1;[387, 274, 861, 440];car;7
1;[381, 273, 867, 443];car;8
1;[380, 272, 868, 444];car;9
1;[381, 272, 867, 443];car;10
1;[381, 272, 868, 444];car;11
1;[380, 272, 863, 443];car;12
1;[381, 272, 861, 441];car;13
1;[376, 270, 863, 442];car;14
1;[374, 269, 864, 442];car;15
1;[376, 270, 862, 441];car;16
1;[369, 268, 865, 443];car;17
1;[367, 267, 866, 443];car;18
1;[364, 267, 867, 445];car;19
1;[364, 268, 866, 445];car;20
1;[364, 268, 865, 445];car;21
1;[356, 265, 871, 447];car;22
1;[356, 265, 870, 447];car;23
1;[356, 266, 870, 448];car;24
1;[355, 266, 870, 448];car;25
1;[350, 265, 873, 449];car;26
1;[348, 265, 875, 450];car;27
1;[346, 263, 877, 450];car;28
1;[344, 262, 877, 449];car;29
1;[344, 262, 877, 449];car;30
1;[340, 261, 881, 450];car;31
1;[338, 260, 883, 451];car;32
1;[337, 260, 884, 452];car;33
1;[333, 260, 885, 452];car;34
1;[331, 259, 887, 453];car;35
1;[324, 257, 892, 455];car;36
1;[323, 256, 893, 456];car;37
1;[320, 257, 892, 456];car;38
1;[318, 257, 891, 457];car;39
1;[318, 257, 893, 458];car;40
1;[314, 256, 895, 459];car;41
1;[313, 256, 895, 460];car;42
1;[311, 257, 894, 461];car;43
1;[309, 257, 894, 462];car;44
